x,f(x),P_n(x)
-3.0,4.0,-4.215560655030486E14
-2.99,3.99,-7.65801741894191E13
-2.9800000000000004,3.9800000000000004,1.620931575565927E14
-2.9700000000000006,3.9700000000000006,3.1417919557930094E14
-2.960000000000001,3.960000000000001,3.9682655871999144E14
-2.950000000000001,3.950000000000001,4.2486965610606044E14
-2.9400000000000013,3.9400000000000013,4.1106159589136206E14
-2.9300000000000015,3.9300000000000015,3.662887811615518E14
-2.9200000000000017,3.9200000000000017,2.997683470889277E14
-2.910000000000002,3.910000000000002,2.1922953434562103E14
-2.900000000000002,3.900000000000002,1.3108003717581225E14
-2.8900000000000023,3.8900000000000023,4.055831030306398E13
-2.8800000000000026,3.8800000000000026,-4.812723307366758E13
-2.8700000000000028,3.8700000000000028,-1.3167124964157242E14
-2.860000000000003,3.860000000000003,-2.075558856934814E14
-2.850000000000003,3.850000000000003,-2.7394579868923728E14
-2.8400000000000034,3.8400000000000034,-3.295930346285986E14
-2.8300000000000036,3.8300000000000036,-3.7375105676409325E14
-2.820000000000004,3.820000000000004,-4.060972608828348E14
-2.810000000000004,3.810000000000004,-4.266633502955829E14
-2.8000000000000043,3.8000000000000043,-4.3577297985418744E14
-2.7900000000000045,3.7900000000000045,-4.339861128380543E14
-2.7800000000000047,3.7800000000000047,-4.220495674676176E14
-2.770000000000005,3.770000000000005,-4.008532611774058E14
-2.760000000000005,3.760000000000005,-3.7139169067082025E14
-2.7500000000000053,3.7500000000000053,-3.3473021423917006E14
-2.7400000000000055,3.7400000000000055,-2.919757299130768E14
-2.7300000000000058,3.7300000000000058,-2.442513687777667E14
-2.720000000000006,3.720000000000006,-1.9267484727602594E14
-2.710000000000006,3.710000000000006,-1.3834014559324138E14
-2.7000000000000064,3.7000000000000064,-8.230220131592486E13
-2.6900000000000066,3.6900000000000066,-2.556432852496036E13
-2.680000000000007,3.680000000000007,3.0931907627463973E13
-2.670000000000007,3.670000000000007,8.631461195901733E13
-2.6600000000000072,3.6600000000000072,1.3978750916521553E14
-2.6500000000000075,3.6500000000000075,1.9063413894522812E14
-2.6400000000000077,3.6400000000000077,2.3822049671444866E14
-2.630000000000008,3.630000000000008,2.819963051681096E14
-2.620000000000008,3.620000000000008,3.2149508769586125E14
-2.6100000000000083,3.6100000000000083,3.563332011873267E14
-2.6000000000000085,3.6000000000000085,3.8620797307850075E14
-2.5900000000000087,3.5900000000000087,4.1089507553499094E14
-2.580000000000009,3.580000000000009,4.302452584180826E14
-2.570000000000009,3.570000000000009,4.44180552102176E14
-2.5600000000000094,3.5600000000000094,4.526900412770536E14
-2.5500000000000096,3.5500000000000096,4.55825301546511E14
-2.54000000000001,3.54000000000001,4.5369558189794644E14
-2.53000000000001,3.53000000000001,4.4646280793837525E14
-2.5200000000000102,3.5200000000000102,4.3433647314478625E14
-2.5100000000000104,3.5100000000000104,4.1756847823549144E14
-2.5000000000000107,3.5000000000000107,3.9644797210977025E14
-2.490000000000011,3.490000000000011,3.712962416021614E14
-2.480000000000011,3.480000000000011,3.424616915325864E14
-2.4700000000000113,3.4700000000000113,3.103149511822899E14
-2.4600000000000115,3.4600000000000115,2.752441383673666E14
-2.4500000000000117,3.4500000000000117,2.3765030769622172E14
-2.440000000000012,3.440000000000012,1.9794310536524516E14
-2.430000000000012,3.430000000000012,1.5653664894959484E14
-2.4200000000000124,3.4200000000000124,1.138456470653159E14
-2.4100000000000126,3.4100000000000126,7.028177049782332E13
-2.400000000000013,3.400000000000013,2.625028339347286E13
-2.390000000000013,3.390000000000013,-1.785305962036577E13
-2.380000000000013,3.380000000000013,-6.164484700090458E13
-2.3700000000000134,3.3700000000000134,-1.0475657339786625E14
-2.3600000000000136,3.3600000000000136,-1.468369331798464E14
-2.350000000000014,3.350000000000014,-1.8755384706503316E14
-2.340000000000014,3.340000000000014,-2.2659622615529203E14
-2.3300000000000143,3.3300000000000143,-2.6367547910129822E14
-2.3200000000000145,3.3200000000000145,-2.9852676938243975E14
-2.3100000000000147,3.3100000000000147,-3.309100307799138E14
-2.300000000000015,3.300000000000015,-3.6061075006553606E14
-2.290000000000015,3.290000000000015,-3.874405267325969E14
-2.2800000000000153,3.2800000000000153,-4.112374202684115E14
-2.2700000000000156,3.2700000000000156,-4.3186609602040475E14
-2.2600000000000158,3.2600000000000158,-4.492177811475531E14
-2.250000000000016,3.250000000000016,-4.632100424852864E14
-2.240000000000016,3.240000000000016,-4.737863983925823E14
-2.2300000000000164,3.2300000000000164,-4.809157768027154E14
-2.2200000000000166,3.2200000000000166,-4.84591831771169E14
-2.210000000000017,3.210000000000017,-4.848321308126139E14
-2.200000000000017,3.200000000000017,-4.8167722525008956E14
-2.1900000000000173,3.1900000000000173,-4.751896156699011E14
-2.1800000000000175,3.1800000000000175,-4.654526243911079E14
-2.1700000000000177,3.1700000000000177,-4.525691866244603E14
-2.160000000000018,3.160000000000018,-4.3666057171747206E14
-2.150000000000018,3.150000000000018,-4.178650455649998E14
-2.1400000000000183,3.1400000000000183,-3.9633648491291506E14
-2.1300000000000185,3.1300000000000185,-3.7224295390061925E14
