x,f(x),P_n(x)
-3.0,4.0,-0.35967182897252004
-2.99,3.99,-0.01871264875155987
-2.9800000000000004,3.9800000000000004,0.31397975479759
-2.9700000000000006,3.9700000000000006,0.6384934844828845
-2.960000000000001,3.960000000000001,0.9549162722741871
-2.950000000000001,3.950000000000001,1.26333547930327
-2.9400000000000013,3.9400000000000013,1.5638380958638143
-2.9300000000000015,3.9300000000000015,1.8565107414114064
-2.9200000000000017,3.9200000000000017,2.141439664563543
-2.910000000000002,3.910000000000002,2.418710743099627
-2.900000000000002,3.900000000000002,2.68840948396097
-2.8900000000000023,3.8900000000000023,2.950621023250791
-2.8800000000000026,3.8800000000000026,3.2054301262342175
-2.8700000000000028,3.8700000000000028,3.4529211873382843
-2.860000000000003,3.860000000000003,3.6931782301519345
-2.850000000000003,3.850000000000003,3.926284907426018
-2.8400000000000034,3.8400000000000034,4.152324501073295
-2.8300000000000036,3.8300000000000036,4.37137992216843
-2.820000000000004,3.820000000000004,4.583533710947998
-2.810000000000004,3.810000000000004,4.788868036810482
-2.8000000000000043,3.8000000000000043,4.987464698316271
-2.7900000000000045,3.7900000000000045,5.179405123187664
-2.7800000000000047,3.7800000000000047,5.364770368308864
-2.770000000000005,3.770000000000005,5.543641119725987
-2.760000000000005,3.760000000000005,5.716097692647056
-2.7500000000000053,3.7500000000000053,5.882220031441996
-2.7400000000000055,3.7400000000000055,6.042087709642647
-2.7300000000000058,3.7300000000000058,6.195779929942756
-2.720000000000006,3.720000000000006,6.34337552419797
-2.710000000000006,3.710000000000006,6.484952953425855
-2.7000000000000064,3.7000000000000064,6.6205903078058785
-2.6900000000000066,3.6900000000000066,6.750365306679415
-2.680000000000007,3.680000000000007,6.874355298549751
-2.670000000000007,3.670000000000007,6.992637261082079
-2.6600000000000072,3.6600000000000072,7.105287801103496
-2.6500000000000075,3.6500000000000075,7.212383154603013
-2.6400000000000077,3.6400000000000077,7.313999186731545
-2.630000000000008,3.630000000000008,7.410211391801916
-2.620000000000008,3.620000000000008,7.501094893288856
-2.6100000000000083,3.6100000000000083,7.586724443829006
-2.6000000000000085,3.6000000000000085,7.667174425220913
-2.5900000000000087,3.5900000000000087,7.742518848425031
-2.580000000000009,3.580000000000009,7.812831353563725
-2.570000000000009,3.570000000000009,7.878185209921263
-2.5600000000000094,3.5600000000000094,7.938653315943828
-2.5500000000000096,3.5500000000000096,7.9943081992395015
-2.54000000000001,3.54000000000001,8.045222016578283
-2.53000000000001,3.53000000000001,8.09146655389207
-2.5200000000000102,3.5200000000000102,8.133113226274677
-2.5100000000000104,3.5100000000000104,8.17023307798182
-2.5000000000000107,3.5000000000000107,8.202896782431123
-2.490000000000011,3.490000000000011,8.231174642202122
-2.480000000000011,3.480000000000011,8.255136589036258
-2.4700000000000113,3.4700000000000113,8.274852183836881
-2.4600000000000115,3.4600000000000115,8.29039061666925
-2.4500000000000117,3.4500000000000117,8.301820706760527
-2.440000000000012,3.440000000000012,8.309210902499785
-2.430000000000012,3.430000000000012,8.312629281438007
-2.4200000000000124,3.4200000000000124,8.312143550288082
-2.4100000000000126,3.4100000000000126,8.307821044924806
-2.400000000000013,3.400000000000013,8.29972873038488
-2.390000000000013,3.390000000000013,8.287933200866924
-2.380000000000013,3.380000000000013,8.27250067973145
-2.3700000000000134,3.3700000000000134,8.253497019500893
-2.3600000000000136,3.3600000000000136,8.230987701859585
-2.350000000000014,3.350000000000014,8.20503783765377
-2.340000000000014,3.340000000000014,8.1757121668916
-2.3300000000000143,3.3300000000000143,8.143075058743136
-2.3200000000000145,3.3200000000000145,8.107190511540345
-2.3100000000000147,3.3100000000000147,8.068122152777102
-2.300000000000015,3.300000000000015,8.025933239109188
-2.290000000000015,3.290000000000015,7.9806866563542975
-2.2800000000000153,3.2800000000000153,7.932444919492028
-2.2700000000000156,3.2700000000000156,7.881270172663884
-2.2600000000000158,3.2600000000000158,7.827224189173284
-2.250000000000016,3.250000000000016,7.770368371485548
-2.240000000000016,3.240000000000016,7.710763751227906
-2.2300000000000164,3.2300000000000164,7.648470989189498
-2.2200000000000166,3.2200000000000166,7.583550375321369
-2.210000000000017,3.210000000000017,7.516061828736473
-2.200000000000017,3.200000000000017,7.446064897709672
-2.1900000000000173,3.1900000000000173,7.3736187596777345
-2.1800000000000175,3.1800000000000175,7.298782221239339
-2.1700000000000177,3.1700000000000177,7.221613718155071
-2.160000000000018,3.160000000000018,7.142171315347424
-2.150000000000018,3.150000000000018,7.0605127069007985
-2.1400000000000183,3.1400000000000183,6.976695216061502
-2.1300000000000185,3.1300000000000185,6.890775795237754
-2.1200000000000188,3.1200000000000188,6.802811025999679
-2.110000000000019,3.110000000000019,6.712857119079308
-2.100000000000019,3.100000000000019,6.620969914370581
-2.0900000000000194,3.0900000000000194,6.527204880929347
-2.0800000000000196,3.0800000000000196,6.431617116973364
-2.07000000000002,3.07000000000002,6.334261349882292
-2.06000000000002,3.06000000000002,6.235191936197706
-2.0500000000000203,3.0500000000000203,6.134462861623087
-2.0400000000000205,3.0400000000000205,6.032127741023817
-2.0300000000000207,3.0300000000000207,5.928239818427197
-2.020000000000021,3.020000000000021,5.8228519670224275
-2.010000000000021,3.010000000000021,5.716016689160621
-2.0000000000000213,3.0000000000000213,5.607786116354795
-1.9900000000000213,2.9900000000000215,5.498212009279875
-1.9800000000000213,2.9800000000000213,5.387345757772699
-1.9700000000000213,2.970000000000021,5.275238380832007
-1.9600000000000213,2.9600000000000213,5.161940526618451
-1.9500000000000213,2.9500000000000215,5.04750247245459
