x,f(x),P_n(x)
-3.0,4.0,4.0
-2.99,3.99,8.49462997236211E13
-2.9800000000000004,3.9800000000000004,1.552444634750233E14
-2.9700000000000006,3.9700000000000006,2.1252905483472294E14
-2.960000000000001,3.960000000000001,2.5829344483159094E14
-2.950000000000001,3.950000000000001,2.938998097342584E14
-2.9400000000000013,3.9400000000000013,3.2058853434332575E14
-2.9300000000000015,3.9300000000000015,3.3948705076899275E14
-2.9200000000000017,3.9200000000000017,3.516181413934169E14
-2.910000000000002,3.910000000000002,3.579077334784545E14
-2.900000000000002,3.900000000000002,3.591922116859944E14
-2.8900000000000023,3.8900000000000023,3.56225273628497E14
-2.8800000000000026,3.8800000000000026,3.496843524602461E14
-2.8700000000000028,3.8700000000000028,3.401766294538723E14
-2.860000000000003,3.860000000000003,3.282446584806786E14
-2.850000000000003,3.850000000000003,3.1437162332589506E14
-2.8400000000000034,3.8400000000000034,2.989862478200191E14
-2.8300000000000036,3.8300000000000036,2.8246737785368394E14
-2.820000000000004,3.820000000000004,2.6514825346485794E14
-2.810000000000004,3.810000000000004,2.4732048834252E14
-2.8000000000000043,3.8000000000000043,2.2923777327916038E14
-2.7900000000000045,3.7900000000000045,2.1111931932448125E14
-2.7800000000000047,3.7800000000000047,1.9315305564345453E14
-2.770000000000005,3.770000000000005,1.7549859636245447E14
-2.760000000000005,3.760000000000005,1.582899899965126E14
-2.7500000000000053,3.7500000000000053,1.416382643879055E14
-2.7400000000000055,3.7400000000000055,1.2563377945034002E14
-2.7300000000000058,3.7300000000000058,1.1034839940305428E14
-2.720000000000006,3.720000000000006,9.583749559431036E13
-2.710000000000006,3.710000000000006,8.214179045318028E13
-2.7000000000000064,3.7000000000000064,6.928905257137338E13
-2.6900000000000066,3.6900000000000066,5.7295652402322945E13
-2.680000000000007,3.680000000000007,4.616798757205373E13
-2.670000000000007,3.670000000000007,3.5903786324726266E13
-2.6600000000000072,3.6600000000000072,2.6493297174460727E13
-2.6500000000000075,3.6500000000000075,1.792037240335955E13
-2.6400000000000077,3.6400000000000077,1.016345263287528E13
-2.630000000000008,3.630000000000008,3.196459301131751E12
-2.620000000000008,3.620000000000008,-3.010398498160788E12
-2.6100000000000083,3.6100000000000083,-8.489896719588185E12
-2.6000000000000085,3.6000000000000085,-1.3277142860825186E13
-2.5900000000000087,3.5900000000000087,-1.740899082446183E13
-2.580000000000009,3.580000000000009,-2.0923519035872387E13
-2.570000000000009,3.570000000000009,-2.3859567004463145E13
-2.5600000000000094,3.5600000000000094,-2.625632579995438E13
-2.5500000000000096,3.5500000000000096,-2.8152978186195125E13
-2.54000000000001,3.54000000000001,-2.958838441289506E13
-2.53000000000001,3.53000000000001,-3.0600809911084164E13
-2.5200000000000102,3.5200000000000102,-3.1227691371566418E13
-2.5100000000000104,3.5100000000000104,-3.150543790758536E13
-2.5000000000000107,3.5000000000000107,-3.146926421382496E13
-2.490000000000011,3.490000000000011,-3.1153052834167535E13
-2.480000000000011,3.480000000000011,-3.0589242840749887E13
-2.4700000000000113,3.4700000000000113,-2.9808742407211336E13
-2.4600000000000115,3.4600000000000115,-2.8840862930013246E13
-2.4500000000000117,3.4500000000000117,-2.7713272513714953E13
-2.440000000000012,3.440000000000012,-2.6451966789490746E13
-2.430000000000012,3.430000000000012,-2.5081255181326906E13
-2.4200000000000124,3.4200000000000124,-2.3623760871597434E13
-2.4100000000000126,3.4100000000000126,-2.210043284741958E13
-2.400000000000013,3.400000000000013,-2.0530568531660914E13
-2.390000000000013,3.390000000000013,-1.893184561802593E13
-2.380000000000013,3.380000000000013,-1.7320361838593645E13
-2.3700000000000134,3.3700000000000134,-1.571068149480488E13
-2.3600000000000136,3.3600000000000136,-1.411588767949042E13
-2.350000000000014,3.350000000000014,-1.2547639208364172E13
-2.340000000000014,3.340000000000014,-1.1016231364741701E13
-2.3300000000000143,3.3300000000000143,-9.530659641339072E12
-2.3200000000000145,3.3200000000000145,-8.098685738105257E12
-2.3100000000000147,3.3100000000000147,-6.726905145379268E12
-2.300000000000015,3.300000000000015,-5.420815707468956E12
-2.290000000000015,3.290000000000015,-4.1848866232411533E12
-2.2800000000000153,3.2800000000000153,-3.022627397703546E12
-2.2700000000000156,3.2700000000000156,-1.9366563120506514E12
-2.2600000000000158,3.2600000000000158,-9.287680294350411E11
-2.250000000000016,3.250000000000016,1.828675579987504
-2.240000000000016,3.240000000000016,8.49302628366099E11
-2.2300000000000164,3.2300000000000164,1.6194238472646853E12
-2.2200000000000166,3.2200000000000166,2.311215590041266E12
-2.210000000000017,3.210000000000017,2.926038682012106E12
-2.200000000000017,3.200000000000017,3.465706090450135E12
-2.1900000000000173,3.1900000000000173,3.932428597330219E12
-2.1800000000000175,3.1800000000000175,4.3287629915046543E12
-2.1700000000000177,3.1700000000000177,4.657562852890284E12
-2.160000000000018,3.160000000000018,4.921931979287297E12
-2.150000000000018,3.150000000000018,5.125180486490378E12
-2.1400000000000183,3.1400000000000183,5.270783594276624E12
-2.1300000000000185,3.1300000000000185,5.362343094547383E12
-2.1200000000000188,3.1200000000000188,5.403551483254384E12
-2.110000000000019,3.110000000000019,5.398158724649924E12
-2.100000000000019,3.100000000000019,5.349941604767147E12
-2.0900000000000194,3.0900000000000194,5.262675620765073E12
-2.0800000000000196,3.0800000000000196,5.140109343772821E12
-2.07000000000002,3.07000000000002,4.985941185053058E12
