x,f(x),Spline(x)
-3.0,4.0,4.0
-2.99,3.99,3.9921427619047622
-2.9800000000000004,3.9800000000000004,3.984284952380953
-2.9700000000000006,3.9700000000000006,3.9764260000000005
-2.960000000000001,3.960000000000001,3.968565333333334
-2.950000000000001,3.950000000000001,3.9607023809523816
-2.9400000000000013,3.9400000000000013,3.9528365714285725
-2.9300000000000015,3.9300000000000015,3.9449673333333344
-2.9200000000000017,3.9200000000000017,3.9370940952380966
-2.910000000000002,3.910000000000002,3.929216285714287
-2.900000000000002,3.900000000000002,3.921333333333335
-2.8900000000000023,3.8900000000000023,3.9134446666666687
-2.8800000000000026,3.8800000000000026,3.9055497142857165
-2.8700000000000028,3.8700000000000028,3.897647904761907
-2.860000000000003,3.860000000000003,3.889738666666669
-2.850000000000003,3.850000000000003,3.881821428571431
-2.8400000000000034,3.8400000000000034,3.8738956190476217
-2.8300000000000036,3.8300000000000036,3.8659606666666697
-2.820000000000004,3.820000000000004,3.858016000000003
-2.810000000000004,3.810000000000004,3.8500610476190507
-2.8000000000000043,3.8000000000000043,3.8420952380952413
-2.7900000000000045,3.7900000000000045,3.8341180000000037
-2.7800000000000047,3.7800000000000047,3.8261287619047657
-2.770000000000005,3.770000000000005,3.8181269523809562
-2.760000000000005,3.760000000000005,3.810112000000004
-2.7500000000000053,3.7500000000000053,3.8020833333333375
-2.7400000000000055,3.7400000000000055,3.7940403809523855
-2.7300000000000058,3.7300000000000058,3.785982571428576
-2.720000000000006,3.720000000000006,3.777909333333338
-2.710000000000006,3.710000000000006,3.7698200952381002
-2.7000000000000064,3.7000000000000064,3.761714285714291
-2.6900000000000066,3.6900000000000066,3.753591333333339
-2.680000000000007,3.680000000000007,3.745450666666672
-2.670000000000007,3.670000000000007,3.73729171428572
-2.6600000000000072,3.6600000000000072,3.7291139047619106
-2.6500000000000075,3.6500000000000075,3.720916666666673
-2.6400000000000077,3.6400000000000077,3.712699428571435
-2.630000000000008,3.630000000000008,3.7044616190476254
-2.620000000000008,3.620000000000008,3.6962026666666734
-2.6100000000000083,3.6100000000000083,3.687922000000007
-2.6000000000000085,3.6000000000000085,3.6796190476190547
-2.5900000000000087,3.5900000000000087,3.671293238095245
-2.580000000000009,3.580000000000009,3.6629440000000075
-2.570000000000009,3.570000000000009,3.6545707619047696
-2.5600000000000094,3.5600000000000094,3.6461729523809603
-2.5500000000000096,3.5500000000000096,3.637750000000008
-2.54000000000001,3.54000000000001,3.6293013333333417
-2.53000000000001,3.53000000000001,3.6208263809523893
-2.5200000000000102,3.5200000000000102,3.61232457142858
-2.5100000000000104,3.5100000000000104,3.603795333333342
-2.5000000000000107,3.5000000000000107,3.5952380952381042
-2.490000000000011,3.490000000000011,3.586652285714295
-2.480000000000011,3.480000000000011,3.578037333333343
-2.4700000000000113,3.4700000000000113,3.5693926666666767
-2.4600000000000115,3.4600000000000115,3.5607177142857243
-2.4500000000000117,3.4500000000000117,3.552011904761915
-2.440000000000012,3.440000000000012,3.5432746666666772
-2.430000000000012,3.430000000000012,3.5345054285714395
-2.4200000000000124,3.4200000000000124,3.52570361904763
-2.4100000000000126,3.4100000000000126,3.516868666666678
-2.400000000000013,3.400000000000013,3.5080000000000116
-2.390000000000013,3.390000000000013,3.4990970476190593
