x,f(x),Spline(x)
-3.0,16.067661995777765,16.067661995777765
-2.99,15.947984964144162,15.951586467867093
-2.9800000000000004,15.829304739313654,15.836493189141043
-2.9700000000000006,15.711611453181526,15.72235764258466
-2.960000000000001,15.594895336337752,15.609155311182992
-2.950000000000001,15.479146717090053,15.496861677921075
-2.9400000000000013,15.36435602049671,15.385452225783961
-2.9300000000000015,15.250513767409073,15.274902437756694
-2.9200000000000017,15.13761057352363,15.165187796824315
-2.910000000000002,15.025637148443577,15.056283785971873
-2.900000000000002,14.914584294749757,14.948165888184407
-2.8900000000000023,14.804442907080926,14.840809586446966
-2.8800000000000026,14.695203971223194,14.734190363744593
-2.8700000000000028,14.586858563208615,14.628283703062337
-2.860000000000003,14.479397848422762,14.523065087385234
-2.850000000000003,14.372813080721274,14.418509999698333
-2.8400000000000034,14.267095601555225,14.314593922986685
-2.8300000000000036,14.162236839105269,14.211292340235321
-2.820000000000004,14.058228307424445,14.1085807344293
-2.810000000000004,13.955061605589577,14.006434588553653
-2.8000000000000043,13.852728416861178,13.90482938559344
-2.7900000000000045,13.751220507851759,13.80374060853369
-2.7800000000000047,13.6505297277025,13.703143740359458
-2.770000000000005,13.550648007268139,13.603014264055783
-2.760000000000005,13.451567358310069,13.503327662607713
-2.7500000000000053,13.353279872697492,13.40405941900029
-2.7400000000000055,13.255777721616607,13.305185016218564
-2.7300000000000058,13.159053154787717,13.206679937247571
-2.720000000000006,13.063098499690206,13.108519665072363
-2.710000000000006,12.967906160795268,13.010679682677983
-2.7000000000000064,12.873468618806353,12.913135473049474
-2.6900000000000066,12.779778429907228,12.815862519171882
-2.680000000000007,12.686828225017596,12.71883630403025
-2.670000000000007,12.594610709056179,12.62203231060962
-2.6600000000000072,12.503118660211193,12.525426021895044
-2.6500000000000075,12.412344929218184,12.428992920871561
-2.6400000000000077,12.322282438645068,12.332708490524217
-2.630000000000008,12.232924182184405,12.236548213838057
-2.620000000000008,12.144263223952752,12.148714956588755
-2.6100000000000083,12.056292697797065,12.06919827210938
-2.6000000000000085,11.969005806608086,11.989774401290344
-2.5900000000000087,11.882395821640625,11.910446967812705
-2.580000000000009,11.796456081840677,11.831219595357522
-2.570000000000009,11.711179993179313,11.752095907605852
-2.5600000000000094,11.626561027993267,11.673079528238754
-2.5500000000000096,11.542592724332174,11.594174080937284
-2.54000000000001,11.459268685312356,11.515383189382502
-2.53000000000001,11.376582578477148,11.436710477255467
-2.5200000000000102,11.294528135163622,11.35815956823724
-2.5100000000000104,11.213099149875736,11.27973408600887
-2.5000000000000107,11.132289479663772,11.201437654251425
-2.490000000000011,11.05209304351003,11.123273896645959
-2.480000000000011,10.97250382172074,11.045246436873533
-2.4700000000000113,10.893515855324052,10.9673588986152
-2.4600000000000115,10.81512324547418,10.889614905552024
-2.4500000000000117,10.737320152861471,10.81201808136506
-2.440000000000012,10.6601007971285,10.734572049735368
-2.430000000000012,10.583459456292008,10.657280434344006
-2.4200000000000124,10.50739046617071,10.580146858872032
-2.4100000000000126,10.431888219818871,10.503174947000502
-2.400000000000013,10.356947166965604,10.426368322410479
-2.390000000000013,10.282561813459836,10.349730608783016
-2.380000000000013,10.208726720720898,10.273265429799178
-2.3700000000000134,10.135436505194654,10.196976409140015
-2.3600000000000136,10.062685837815142,10.120867170486594
-2.350000000000014,9.99046944347166,10.044941337519967
-2.340000000000014,9.91878210048127,9.969202533921193
-2.3300000000000143,9.847618640066592,9.893654383371334
-2.3200000000000145,9.77697394583895,9.818300509551445
-2.3100000000000147,9.706842953286719,9.743144536142585
-2.300000000000015,9.637220649268865,9.668190086825815
-2.290000000000015,9.568102071513637,9.593440785282189
-2.2800000000000153,9.499482308122326,9.518900255192769
-2.2700000000000156,9.431356497078077,9.444572120238607
-2.2600000000000158,9.363719825759677,9.370460004100773
-2.250000000000016,9.296567530460301,9.296567530460313
-2.240000000000016,9.229894895911126,9.234271538178596
-2.2300000000000164,9.163697254809799,9.172195831416557
-2.2200000000000166,9.097969987353714,9.1103374295154
-2.210000000000017,9.03270852077802,9.048693351816347
-2.200000000000017,8.967908328898337,8.987260617660613
-2.1900000000000173,8.903564931658149,8.926036246389428
-2.1800000000000175,8.839673894680779,8.86501725734401
-2.1700000000000177,8.776230828825948,8.80420066986558
-2.160000000000018,8.71323138975087,8.743583503295362
-2.150000000000018,8.650671277475809,8.683162776974573
-2.1400000000000183,8.588546235954064,8.622935510244439
-2.1300000000000185,8.526852052646383,8.56289872244618
-2.1200000000000188,8.465584558099689,8.503049432921019
-2.110000000000019,8.404739625530137,8.443384661010173
-2.100000000000019,8.34431317041043,8.38390142605487
-2.0900000000000194,8.284301150061374,8.324596747396328
-2.0800000000000196,8.224699563247583,8.265467644375768
-2.07000000000002,8.16550444977738,8.206511136334413
-2.06000000000002,8.106711890106752,8.147724242613483
-2.0500000000000203,8.048318004947406,8.089103982554205
-2.0400000000000205,7.9903189548788305,8.030647375497793
-2.0300000000000207,7.932710939964353,7.972351440785474
-2.020000000000021,7.875490199371141,7.914213197758468
-2.010000000000021,7.818653010994119,7.8562296657579935
-2.0000000000000213,7.762195691083751,7.798397864125277
-1.9900000000000213,7.706114593877665,7.740714812201537
-1.9800000000000213,7.650406111236071,7.683177529327996
-1.9700000000000213,7.59506667228095,7.625783034845875
-1.9600000000000213,7.540092743038955,7.568528348096395
-1.9500000000000213,7.485480826088019,7.511410488420782
-1.9400000000000213,7.431227460207602,7.454426475160251
-1.9300000000000213,7.377329220032573,7.39757332765603
-1.9200000000000212,7.323782715710664,7.340848065249337
-1.9100000000000212,7.2705845925634875,7.284247707281395
-1.9000000000000212,7.217731530751064,7.227769273093424
-1.8900000000000212,7.165220244939835,7.171409782026647
-1.8800000000000212,7.1130474839741265,7.1151662534222835
-1.8700000000000212,7.061210030551031,7.0629924491848595
-1.8600000000000212,7.009704700898675,7.014886598469605
-1.8500000000000212,6.958528344457838,6.9668913976823585
-1.8400000000000212,6.907677843566896,6.919006285792289
-1.8300000000000212,6.857150113150052,6.871230701768571
-1.8200000000000212,6.806942100408823,6.823564084580378
-1.8100000000000211,6.757050784516762,6.7760058731968815
