x,f(x),Spline(x)
-3.0,16.067661995777765,16.067661995777765
-2.99,15.947984964144162,15.949382718113524
-2.9800000000000004,15.829304739313654,15.832100335740693
-2.9700000000000006,15.711611453181526,15.715804977751098
-2.960000000000001,15.594895336337752,15.600486773236572
-2.950000000000001,15.479146717090053,15.486135851288948
-2.9400000000000013,15.36435602049671,15.372742341000048
-2.9300000000000015,15.250513767409073,15.260296371461711
-2.9200000000000017,15.13761057352363,15.148788071765765
-2.910000000000002,15.025637148443577,15.038207571004037
-2.900000000000002,14.914584294749757,14.928544998268361
-2.8900000000000023,14.804442907080926,14.819790482650568
-2.8800000000000026,14.695203971223194,14.711934153242483
-2.8700000000000028,14.586858563208615,14.604966139135941
-2.860000000000003,14.479397848422762,14.498876569422771
-2.850000000000003,14.372813080721274,14.393655573194803
-2.8400000000000034,14.267095601555225,14.289293279543868
-2.8300000000000036,14.162236839105269,14.185779817561796
-2.820000000000004,14.058228307424445,14.08310531634042
-2.810000000000004,13.955061605589577,13.981259904971564
-2.8000000000000043,13.852728416861178,13.880233712547065
-2.7900000000000045,13.751220507851759,13.780016868158746
-2.7800000000000047,13.6505297277025,13.680599500898445
-2.770000000000005,13.550648007268139,13.58197173985799
-2.760000000000005,13.451567358310069,13.48412371412921
-2.7500000000000053,13.353279872697492,13.387045552803933
-2.7400000000000055,13.255777721616607,13.290727384973994
-2.7300000000000058,13.159053154787717,13.19515933973122
-2.720000000000006,13.063098499690206,13.100331546167444
-2.710000000000006,12.967906160795268,13.006234133374495
-2.7000000000000064,12.873468618806353,12.912857230444203
-2.6900000000000066,12.779778429907228,12.820190966468399
-2.680000000000007,12.686828225017596,12.728225470538915
-2.670000000000007,12.594610709056179,12.636950871747578
-2.6600000000000072,12.503118660211193,12.546357299186216
-2.6500000000000075,12.412344929218184,12.45643488194667
-2.6400000000000077,12.322282438645068,12.367173749120756
-2.630000000000008,12.232924182184405,12.278564029800316
-2.620000000000008,12.144263223952752,12.190595853077175
-2.6100000000000083,12.056292697797065,12.103259348043164
-2.6000000000000085,11.969005806608086,12.016544643790116
-2.5900000000000087,11.882395821640625,11.930441869409856
-2.580000000000009,11.796456081840677,11.84494115399422
-2.570000000000009,11.711179993179313,11.760032626635036
-2.5600000000000094,11.626561027993267,11.67570641642413
-2.5500000000000096,11.542592724332174,11.59195265245334
-2.54000000000001,11.459268685312356,11.508761463814492
-2.53000000000001,11.376582578477148,11.426122979599414
-2.5200000000000102,11.294528135163622,11.344027328899944
-2.5100000000000104,11.213099149875736,11.262464640807906
-2.5000000000000107,11.132289479663772,11.18142504441513
-2.490000000000011,11.05209304351003,11.100898668813452
-2.480000000000011,10.97250382172074,11.020875643094698
-2.4700000000000113,10.893515855324052,10.941346096350696
-2.4600000000000115,10.81512324547418,10.86230015767328
-2.4500000000000117,10.737320152861471,10.783727956154282
-2.440000000000012,10.6601007971285,10.705619620885528
-2.430000000000012,10.583459456292008,10.627965280958852
-2.4200000000000124,10.50739046617071,10.550755065466083
-2.4100000000000126,10.431888219818871,10.47397910349905
-2.400000000000013,10.356947166965604,10.397627524149584
-2.390000000000013,10.282561813459836,10.321690456509517
-2.380000000000013,10.208726720720898,10.246158029670676
-2.3700000000000134,10.135436505194654,10.171020372724895
-2.3600000000000136,10.062685837815142,10.096267614764
-2.350000000000014,9.99046944347166,10.021889884879828
-2.340000000000014,9.91878210048127,9.947877312164202
-2.3300000000000143,9.847618640066592,9.874220025708958
-2.3200000000000145,9.77697394583895,9.800908154605922
-2.3100000000000147,9.706842953286719,9.72793182794693
-2.300000000000015,9.637220649268865,9.655281174823807
-2.290000000000015,9.568102071513637,9.582946324328383
-2.2800000000000153,9.499482308122326,9.51091740555249
-2.2700000000000156,9.431356497078077,9.43918454758796
-2.2600000000000158,9.363719825759677,9.367737879526622
-2.250000000000016,9.296567530460301,9.296567530460308
-2.240000000000016,9.229894895911126,9.235088224338318
-2.2300000000000164,9.163697254809799,9.173874333537947
-2.2200000000000166,9.097969987353714,9.112924825293927
-2.210000000000017,9.03270852077802,9.05223866684101
-2.200000000000017,8.967908328898337,8.991814825413947
