x,f(x),Spline(x)
-3.0,16.067661995777765,16.067661995777765
-2.99,15.947984964144162,15.897093728731576
-2.9800000000000004,15.829304739313654,15.727530216607969
-2.9700000000000006,15.711611453181526,15.558969448129934
-2.960000000000001,15.594895336337752,15.391409412020483
-2.950000000000001,15.479146717090053,15.224848097002614
-2.9400000000000013,15.36435602049671,15.059283491799324
-2.9300000000000015,15.250513767409073,14.894713585133617
-2.9200000000000017,15.13761057352363,14.731136365728494
-2.910000000000002,15.025637148443577,14.56854982230695
-2.900000000000002,14.914584294749757,14.406951943591991
-2.8900000000000023,14.804442907080926,14.246340718306621
-2.8800000000000026,14.695203971223194,14.086714135173835
-2.8700000000000028,14.586858563208615,13.928070182916631
-2.860000000000003,14.479397848422762,13.77040685025802
-2.850000000000003,14.372813080721274,13.613722125920992
-2.8400000000000034,14.267095601555225,13.458013998628552
-2.8300000000000036,14.162236839105269,13.303280457103705
-2.820000000000004,14.058228307424445,13.149519490069444
-2.810000000000004,13.955061605589577,12.996729086248774
-2.8000000000000043,13.852728416861178,12.8449072343647
-2.7900000000000045,13.751220507851759,12.694051923140211
-2.7800000000000047,13.6505297277025,12.544161141298318
-2.770000000000005,13.550648007268139,12.39523287756202
-2.760000000000005,13.451567358310069,12.247265120654312
-2.7500000000000053,13.353279872697492,12.100255859298201
-2.7400000000000055,13.255777721616607,11.954203082216683
-2.7300000000000058,13.159053154787717,11.809104778132761
-2.720000000000006,13.063098499690206,11.66495893576944
-2.710000000000006,12.967906160795268,11.521763543849712
-2.7000000000000064,12.873468618806353,11.379516591096582
-2.6900000000000066,12.779778429907228,11.238216066233054
-2.680000000000007,12.686828225017596,11.097859957982125
-2.670000000000007,12.594610709056179,10.958446255066795
-2.6600000000000072,12.503118660211193,10.819972946210067
-2.6500000000000075,12.412344929218184,10.68243802013494
-2.6400000000000077,12.322282438645068,10.545839465564415
-2.630000000000008,12.232924182184405,10.410175271221494
-2.620000000000008,12.144263223952752,10.275443425829177
-2.6100000000000083,12.056292697797065,10.141641918110462
-2.6000000000000085,11.969005806608086,10.008768736788353
-2.5900000000000087,11.882395821640625,9.876821870585854
-2.580000000000009,11.796456081840677,9.745799308225955
-2.570000000000009,11.711179993179313,9.615699038431664
-2.5600000000000094,11.626561027993267,9.486519049925988
-2.5500000000000096,11.542592724332174,9.358257331431915
-2.54000000000001,11.459268685312356,9.230911871672454
-2.53000000000001,11.376582578477148,9.104480659370601
